"id","code","reconcile","type","user_type/id","name","sat_group_id/id","nature","parent_id/id"
"__export__.account_account_88","2111","False","View","l10n_mx.account_type_view","PASIVOS FINANCIEROS A CORTO PLAZO","l10n_mx.g202","Acreedora","__export__.account_account_36"
"__export__.account_account_206","2111002000","False","Payable","account.data_account_type_liability","BMW FINANCIAL SERVICES","l10n_mx.g202_01","Acreedora","__export__.account_account_88"
"__export__.account_account_37","212","False","View","l10n_mx.account_type_view","DOCUMENTOS Y CUENTAS POR PAGAR","l10n_mx.g202","Acreedora","__export__.account_account_12"
"__export__.account_account_89","2121","False","View","l10n_mx.account_type_view","PROVEEDORES EXTRANJEROS","l10n_mx.g202_02","Acreedora","__export__.account_account_37"
"__export__.account_account_409","2121001000","True","Payable","l10n_mx.account_type_payable","CUENTAS POR PAGAR PROVEEDORES USD","l10n_mx.g202_03","Acreedora","__export__.account_account_89"
"__export__.account_account_90","2122","False","View","account.data_account_type_liability","PROVEEDORES NACIONALES","l10n_mx.g201","Acreedora","__export__.account_account_37"
"__export__.account_account_209","2122001000","True","Payable","l10n_mx.account_type_payable","CUENTAS POR PAGAR PROVEEDORES MXN","l10n_mx.g202_03","Acreedora","__export__.account_account_90"
"__export__.account_account_212","2122005000","True","Payable","l10n_mx.account_type_payable","OTRAS CUENTAS POR PAGAR","l10n_mx.g202_03","Acreedora","__export__.account_account_90"
"__export__.account_account_91","2123","False","View","l10n_mx.account_type_view","ACREEDORES DIVERSOS","l10n_mx.g205","Acreedora","__export__.account_account_37"
"__export__.account_account_210","2123002000","True","Payable","l10n_mx.account_type_payable","TDC AMERICAN EXPRESS","l10n_mx.g202_03","Acreedora","__export__.account_account_91"
"__export__.account_account_410","2123001000","True","Payable","l10n_mx.account_type_payable","ACREEDORES DIVERSOS","l10n_mx.g205_02","Acreedora","__export__.account_account_91"
"__export__.account_account_92","2124","False","View","l10n_mx.account_type_view","CUENTAS POR PAGAR ACCIONISTAS","l10n_mx.g202","Acreedora","__export__.account_account_37"
"__export__.account_account_213","2124001000","False","Payable","l10n_mx.account_type_payable","CUENTAS POR PAGAR SOCIOS","l10n_mx.g202_05","Deudora","__export__.account_account_92"
"__export__.account_account_214","2124002000","False","Payable","l10n_mx.account_type_payable","DIVIDENDO POR PAGAR VIGENTES","l10n_mx.g202_11","Acreedora","__export__.account_account_92"
"__export__.account_account_39","216","False","View","l10n_mx.account_type_view","PASIVOS LABORALES","l10n_mx.g218","Acreedora","__export__.account_account_12"
"__export__.account_account_94","2161","False","View","l10n_mx.account_type_view","APORTACION DE EMPLEADOS","l10n_mx.g218","Acreedora","__export__.account_account_39"
"__export__.account_account_216","2161005000","False","Regular","account.data_account_type_liability","FONDO FIDEICOMISO","l10n_mx.g258_01","Acreedora","__export__.account_account_94"
"__export__.account_account_217","2161006000","False","Regular","account.data_account_type_liability","FONDO DE AHORRO","l10n_mx.g603_19","Acreedora","__export__.account_account_94"
"__export__.account_account_40","217","False","View","l10n_mx.account_type_view","GASTOS PROVISIONADOS Y RETENCIONES POR PAGAR","l10n_mx.g218","Acreedora","__export__.account_account_12"
"__export__.account_account_95","2171","False","View","l10n_mx.account_type_view","RETENCIONES PATRONALES","l10n_mx.g218_01","Acreedora","__export__.account_account_40"
"__export__.account_account_219","2171001000","False","Payable","account.data_account_type_liability","IMSS","l10n_mx.g216_11","Acreedora","__export__.account_account_95"
"__export__.account_account_411","2171002000","False","Payable","account.data_account_type_liability","RCV","l10n_mx.g216_11","Acreedora","__export__.account_account_95"
"__export__.account_account_412","2171003000","False","Payable","account.data_account_type_liability","INFONAVIT (AMORTIZACIONES)","l10n_mx.g211_03","Acreedora","__export__.account_account_95"
"__export__.account_account_420","2171004000","False","Payable","account.data_account_type_liability","SEGURO DE VIVIENDA","l10n_mx.g216_11","Acreedora","__export__.account_account_95"
"__export__.account_account_96","2172","False","View","l10n_mx.account_type_view","RETENCIONES DE IMPUESTOS POR PAGAR","l10n_mx.g200_01","Acreedora","__export__.account_account_40"
"__export__.account_account_220","2172001000","False","Regular","account.data_account_type_liability","ISR RETENIDO A SALARIOS","l10n_mx.g216_01","Acreedora","__export__.account_account_96"
"__export__.account_account_221","2172002000","False","Regular","account.data_account_type_liability","RETENCIONES ISR  PROVEEDORES","l10n_mx.g216_05","Acreedora","__export__.account_account_96"
"__export__.account_account_413","2172004000 ","False","Regular","account.data_account_type_liability","4% IVA Retenido Fletes","l10n_mx.g216_03","Acreedora","__export__.account_account_96"
"__export__.account_account_415","2172006000 ","False","Regular","account.data_account_type_liability","ISR RETENIDO A ASIMILABLES","l10n_mx.g216_02","Acreedora","__export__.account_account_96"
"__export__.account_account_416","2172007000","False","Regular","account.data_account_type_liability","10% ISR RETENIDO HONORARIOS","l10n_mx.g216_05","Acreedora","__export__.account_account_96"
"__export__.account_account_417","2172008000","False","Regular","account.data_account_type_liability","10% ISR RETENIDO ARRENDAMIENTO","l10n_mx.g216_04","Acreedora","__export__.account_account_96"
"__export__.account_account_418","2172009000","False","Regular","account.data_account_type_liability","10.67% IVA RETENIDO ARRENDAMIENTO","l10n_mx.g216_03","Acreedora","__export__.account_account_96"
"__export__.account_account_419","2172010000 ","False","Regular","account.data_account_type_liability","10.67% IVA RETENIDO HONORARIOS","l10n_mx.g216_03","Acreedora","__export__.account_account_96"
"__export__.account_account_13","22","False","View","l10n_mx.account_type_view","OTROS PASIVOS A CORTO PLAZO","l10n_mx.g200_01","Acreedora","__export__.account_account_3"
"__export__.account_account_43","220","False","View","l10n_mx.account_type_view","OTROS PASIVOS A CORTO PLAZO","l10n_mx.g200_01","Acreedora","__export__.account_account_13"
"__export__.account_account_102","2202","False","View","l10n_mx.account_type_view","IVA TRASLADADO","l10n_mx.g207","Acreedora","__export__.account_account_43"
"__export__.account_account_260","2202113000","False","Regular","account.data_account_type_liability","IVA POR TRASLADAR","l10n_mx.g209_01","Acreedora","__export__.account_account_102"
"__export__.account_account_404","2202114000","False","Regular","account.data_account_type_liability","IVA EFECTIVAMENTE COBRADO","l10n_mx.g208_01","Acreedora","__export__.account_account_102"
"__export__.account_account_14","25","False","View","l10n_mx.account_type_view","PASIVO A LARGO PLAZO","l10n_mx.g200_02","Acreedora","__export__.account_account_3"
"__export__.account_account_44","251","False","View","l10n_mx.account_type_view","PASIVOS FINANCIEROS A LARGO PLAZO","l10n_mx.g200_02","Acreedora","__export__.account_account_14"
"__export__.account_account_103","2511","False","View","l10n_mx.account_type_view","PASIVOS FINANCIEROS A LARGO PLAZO","l10n_mx.g200_02","Acreedora","__export__.account_account_44"
"__export__.account_account_261","2511001000","False","Regular","account.data_account_type_liability","PASIVOS FINANCIEROS A LARGO PLAZO","l10n_mx.g252_01","Acreedora","__export__.account_account_103"
"__export__.account_account_47","259","False","View","l10n_mx.account_type_view","OTROS PASIVOS A LARGO PLAZO","l10n_mx.g200_02","Acreedora","__export__.account_account_14"
"__export__.account_account_106","2591","False","View","l10n_mx.account_type_view","OTROS PASIVOS A LARGO PLAZO","l10n_mx.g200_02","Acreedora","__export__.account_account_47"
"__export__.account_account_265","2591001000","False","Regular","account.data_account_type_liability","OTROS PASIVOS A LARGO PLAZO","l10n_mx.g256_01","Acreedora","__export__.account_account_106"
"__export__.account_account_4","3","False","View","l10n_mx.account_type_view","CAPITAL CONTABLE","l10n_mx.g300","Acreedora","__export__.account_account_1"
"__export__.account_account_15","31","False","View","l10n_mx.account_type_view","CAPITAL SOCIAL","l10n_mx.g301","Acreedora","__export__.account_account_4"
"__export__.account_account_48","311","False","View","l10n_mx.account_type_view","CAPITAL SOCIAL FIJO","l10n_mx.g301","Acreedora","__export__.account_account_15"
"__export__.account_account_107","3111","False","View","l10n_mx.account_type_view","CAPITAL SOCIAL FIJO PAGADO","l10n_mx.g301","Acreedora","__export__.account_account_48"
"__export__.account_account_266","3111001000","False","Regular","account.conf_account_type_equity","CAPITAL SOCIAL FIJO PAGADO","l10n_mx.g301_01","Acreedora","__export__.account_account_107"
"__export__.account_account_267","3111002000","False","Regular","account.conf_account_type_equity","ACTUALIZACION DEL VALOR","l10n_mx.g301_01","Acreedora","__export__.account_account_107"
"__export__.account_account_16","32","False","View","l10n_mx.account_type_view","SUPERAVIT","l10n_mx.g304_04","Acreedora","__export__.account_account_4"
"__export__.account_account_50","321","False","View","l10n_mx.account_type_view","SUPERAVIT GANADO","l10n_mx.g304_04","Acreedora","__export__.account_account_16"
"__export__.account_account_109","3211","False","View","l10n_mx.account_type_view","SUPERAVIT OPERATIVO","l10n_mx.g304_04","Acreedora","__export__.account_account_50"
"__export__.account_account_270","3211001000","False","Regular","account.conf_account_type_equity","UTILIDADES DE EJERCICIOS ANTERIORES","l10n_mx.g304_01","Acreedora","__export__.account_account_109"
"__export__.account_account_110","3212","False","View","l10n_mx.account_type_view","RESULTADO POR EXPOS. A LA INFLACION","l10n_mx.g808","Acreedora","__export__.account_account_50"
"__export__.account_account_272","3212003000","False","Regular","account.conf_account_type_equity","REAJUSTE POR INFLACION","l10n_mx.g808_01","Acreedora","__export__.account_account_110"
"__export__.account_account_273","3212004000","False","Regular","account.conf_account_type_equity","ACTUALIZACION DEL PATRIMONIO","l10n_mx.g301_03","Acreedora","__export__.account_account_110"
"__export__.account_account_51","322","False","View","l10n_mx.account_type_view","RESULT.POR TENDENCIA DE ACTIVO NO MONETARIOS","l10n_mx.g302","Acreedora","__export__.account_account_16"
"__export__.account_account_111","3221","False","View","l10n_mx.account_type_view","RESULT.POR TENDENCIA DE ACTIVO NO MONETARIOS","l10n_mx.g302","Acreedora","__export__.account_account_51"
"__export__.account_account_17","33","False","View","l10n_mx.account_type_view","RESERVA DE CAPITAL","l10n_mx.g303","Acreedora","__export__.account_account_4"
"__export__.account_account_52","331","False","View","l10n_mx.account_type_view","RESERVA LEGAL","l10n_mx.g303","Acreedora","__export__.account_account_17"
"__export__.account_account_112","3311","False","View","l10n_mx.account_type_view","RESERVA LEGAL","l10n_mx.g303","Acreedora","__export__.account_account_52"
"__export__.account_account_275","3311001000","False","Regular","account.conf_account_type_equity","RESERVA LEGAL","l10n_mx.g303_01","Acreedora","__export__.account_account_112"
"__export__.account_account_276","3311002000","False","Regular","account.conf_account_type_equity","RESERVA P/FUTURO AUMENTO DE CAPITAL","l10n_mx.g301_03","Acreedora","__export__.account_account_112"
"__export__.account_account_18","39","False","View","l10n_mx.account_type_view","GANANCIAS Y PERDIDAS","l10n_mx.g305","Acreedora","__export__.account_account_4"
"__export__.account_account_54","391","False","View","l10n_mx.account_type_view","GANACIAS Y PERDIDAS","l10n_mx.g305","Acreedora","__export__.account_account_18"
"__export__.account_account_114","3911","False","View","l10n_mx.account_type_view","GANACIAS Y PERDIDAS","l10n_mx.g305","Acreedora","__export__.account_account_54"
"__export__.account_account_436","3911001000","False","Regular","account.conf_account_type_equity","GANACIAS Y PERDIDAS DEL EJERCICIO","l10n_mx.g305_01","Acreedora","__export__.account_account_114"
"__export__.account_account_5","4","False","View","l10n_mx.account_type_view","CUENTAS DE ORDEN","l10n_mx.g800","Deudora","__export__.account_account_1"
"__export__.account_account_19","41","False","View","l10n_mx.account_type_view","CUENTAS DE ORDEN","l10n_mx.g800","Deudora","__export__.account_account_5"
"__export__.account_account_55","411","False","View","l10n_mx.account_type_view","CUENTAS DE ORDEN DEUDORAS","l10n_mx.g800","Deudora","__export__.account_account_19"
"__export__.account_account_115","4111","False","View","l10n_mx.account_type_view","CUENTAS DE ORDEN DEUDORAS","l10n_mx.g800","Deudora","__export__.account_account_55"
"__export__.account_account_6","5","False","View","l10n_mx.account_type_view","INGRESOS","l10n_mx.g400","Acreedora","__export__.account_account_1"
"__export__.account_account_21","51","False","View","l10n_mx.account_type_view","INGRESOS OPERACIONALES","l10n_mx.g400","Acreedora","__export__.account_account_6"
"__export__.account_account_57","511","False","View","l10n_mx.account_type_view","INGRESOS OPERACIONALES","l10n_mx.g400","Acreedora","__export__.account_account_21"
"__export__.account_account_117","5111","False","View","l10n_mx.account_type_view","VENTAS","l10n_mx.g401","Acreedora","__export__.account_account_57"
"__export__.account_account_284","5111001000","False","Regular","account.data_account_type_income","VENTAS NACIONALES","l10n_mx.g401_01","Acreedora","__export__.account_account_117"
"__export__.account_account_286","5111003000","False","Regular","account.data_account_type_income","VENTAS EXPORTACION","l10n_mx.g401_01","Acreedora","__export__.account_account_117"
"__export__.account_account_118","5112","False","View","l10n_mx.account_type_view","INGRESOS POR SERVICIOS","l10n_mx.g401_19","Acreedora","__export__.account_account_57"
"__export__.account_account_288","5112001000","False","Regular","account.data_account_type_income","INGRESOS POR SERVICIOS","l10n_mx.g401_19","Acreedora","__export__.account_account_118"
"__export__.account_account_421","5112002000","False","Regular","account.data_account_type_income","INGRESOS POR CAF","l10n_mx.g401_19","Acreedora","__export__.account_account_118"
"__export__.account_account_422","5112003000","False","Regular","account.data_account_type_income","ARRENDAMIENTO DE AUTOMOVILES","l10n_mx.g401_22","Acreedora","__export__.account_account_118"
"__export__.account_account_119","5114","False","View","l10n_mx.account_type_view","DESCUENTOS Y DEVOLUCION EN VENTAS","l10n_mx.g402","Deudora","__export__.account_account_57"
"__export__.account_account_289","5114001000","False","Regular","account.data_account_type_income","DESCUENTOS EN VENTAS","l10n_mx.g402_01","Deudora","__export__.account_account_119"
"__export__.account_account_290","5114002000","False","Regular","account.data_account_type_income","DEVOLUCIONES EN VENTAS","l10n_mx.g402_01","Deudora","__export__.account_account_119"
"__export__.account_account_7","6","False","View","l10n_mx.account_type_view","COSTO","l10n_mx.g500","Deudora","__export__.account_account_1"
"__export__.account_account_22","61","False","View","l10n_mx.account_type_view","COSTO DE VENTAS","l10n_mx.g501","Deudora","__export__.account_account_7"
"__export__.account_account_58","611","False","View","l10n_mx.account_type_view","COSTO DE VENTAS","l10n_mx.g501","Deudora","__export__.account_account_22"
"__export__.account_account_120","6111","False","View","l10n_mx.account_type_view","COSTO DE VENTAS","l10n_mx.g501","Deudora","__export__.account_account_58"
"__export__.account_account_291","6111001000","False","Regular","__export__.account_account_type_27","COSTO DE VENTAS","l10n_mx.g501_01","Deudora","__export__.account_account_120"
"__export__.account_account_8","7","False","View","l10n_mx.account_type_view","GASTOS","l10n_mx.g600","Deudora","__export__.account_account_1"
"__export__.account_account_23","71","False","View","l10n_mx.account_type_view","GASTOS DE OPERACION","l10n_mx.g600","Deudora","__export__.account_account_8"
"__export__.account_account_121","7111","False","View","l10n_mx.account_type_view","GASTOS DE VENTA","l10n_mx.g602","Deudora","__export__.account_account_23"
"__export__.account_account_292","7111001000","False","Regular","account.data_account_type_expense","GASTOS DE VIAJE","l10n_mx.g602_49","Deudora","__export__.account_account_121"
"__export__.account_account_294","7111003000","False","Regular","account.data_account_type_expense","IMPUESTO SOBRE HOSPEDAJE","l10n_mx.g602_58","Deudora","__export__.account_account_121"
"__export__.account_account_423","7111002000","False","Regular","account.data_account_type_expense","COMBUSTIBLES Y LUBRICANTES","l10n_mx.g602_48","Deudora","__export__.account_account_121"
"__export__.account_account_295","7111004000","False","Regular","account.data_account_type_expense","UTILIDAD EN VENTA DE PROYECTOS","l10n_mx.g602_74","Deudora","__export__.account_account_121"
"__export__.account_account_296","7111005000","False","Regular","account.data_account_type_expense","CAPACITACION Y ATENCION A CLIENTES","l10n_mx.g602_49","Deudora","__export__.account_account_121"
"__export__.account_account_297","7111006000","False","Regular","account.data_account_type_expense","PUBLICIDAD","l10n_mx.g602_61","Deudora","__export__.account_account_121"
"__export__.account_account_298","7111007000","False","Regular","account.data_account_type_expense","INSTALACION IMPLEMENTACION Y LOGISTICA","l10n_mx.g602_38","Deudora","__export__.account_account_121"
"__export__.account_account_299","7111008000","False","Regular","account.data_account_type_expense","EVENTOS COMERCIALES","l10n_mx.g602_61","Deudora","__export__.account_account_121"
"__export__.account_account_300","7111009000","False","Regular","account.data_account_type_expense","COMISION MERCANTIL HPEFS","l10n_mx.g602_74","Deudora","__export__.account_account_121"
"__export__.account_account_301","7111010000","False","Regular","account.data_account_type_expense","INTERMEDIACION COMERCIAL","l10n_mx.g602_74","Deudora","__export__.account_account_121"
"__export__.account_account_302","7111011000","False","Regular","account.data_account_type_expense","MANTENIMIENTO EQUIPO DE TRANSPORTE","l10n_mx.g602_56","Deudora","__export__.account_account_121"
"__export__.account_account_424","7111012000","False","Regular","account.data_account_type_expense","AVAL DE PROYECTOS","l10n_mx.g602_74","Deudora","__export__.account_account_121"
"__export__.account_account_425","7111013000","False","Regular","account.data_account_type_expense","RENTAS Y CONTRATOS HPEFS POR CESION DE DERECHOS","l10n_mx.g602_46","Deudora","__export__.account_account_121"
"__export__.account_account_426","7111014000","False","Regular","account.data_account_type_expense","CUENTAS INCOBRABLES","l10n_mx.g602_84","Deudora","__export__.account_account_121"
"__export__.account_account_427","7111015000","False","Regular","account.data_account_type_expense","MANIOBRAS DE FLETES","l10n_mx.g602_72","Deudora","__export__.account_account_121"
"__export__.account_account_428","7111016000","False","Regular","account.data_account_type_expense","SERVICIOS DE IMPORTACION","l10n_mx.g602_73","Deudora","__export__.account_account_121"
"__export__.account_account_429","7111017000","False","Regular","account.data_account_type_expense","PLACAS, DERECHOS Y TENENCIAS","l10n_mx.g602_58","Deudora","__export__.account_account_121"
"__export__.account_account_430","7111018000","False","Regular","account.data_account_type_expense","TAXIS","l10n_mx.g602_16","Deudora","__export__.account_account_121"
"__export__.account_account_431","7111019000","False","Regular","account.data_account_type_expense","ASESORIA COMERCIAL","l10n_mx.g602_62","Deudora","__export__.account_account_121"
"__export__.account_account_432","7111020000","False","Regular","account.data_account_type_expense","ESTACIONAMIENTOS","l10n_mx.g602_16","Deudora","__export__.account_account_121"
"__export__.account_account_433","7111021000","False","Regular","account.data_account_type_expense","EVENTO CANALES","l10n_mx.g602_61","Deudora","__export__.account_account_121"
"__export__.account_account_60","713","False","View","l10n_mx.account_type_view","GASTOS DE ADMINISTRACION","l10n_mx.g603","Deudora","__export__.account_account_23"
"__export__.account_account_122","7131","False","View","l10n_mx.account_type_view","GASTOS LABORALES","l10n_mx.g603","Deudora","__export__.account_account_60"
"__export__.account_account_303","7131001000","False","Regular","account.data_account_type_expense","SUELDOS Y SALARIOS","l10n_mx.g603_01","Deudora","__export__.account_account_122"
"__export__.account_account_304","7131002000","False","Regular","account.data_account_type_expense","PREMIOS DE PUNTUALIDAD","l10n_mx.g603_05","Deudora","__export__.account_account_122"
"__export__.account_account_305","7131003000","False","Regular","account.data_account_type_expense","HORAS EXTRAS","l10n_mx.g603_03","Deudora","__export__.account_account_122"
"__export__.account_account_306","7131004000","False","Regular","account.data_account_type_expense","PREMIO DE ASISTENCIA","l10n_mx.g603_04","Deudora","__export__.account_account_122"
"__export__.account_account_307","7131005000","False","Regular","account.data_account_type_expense","DESPENSA","l10n_mx.g603_15","Deudora","__export__.account_account_122"
"__export__.account_account_308","7131006000","False","Regular","account.data_account_type_expense","AGUINALDO","l10n_mx.g603_12","Deudora","__export__.account_account_122"
