ext_id,code,reconcile,type,user_type,name,sat_group_,nature,parent
"bamc_53000010003","5300-001-0003","False","Normal","account.data_account_type_income","OTROS INGRESOS.-VARIOS CON IVA","l10n_mx.g403_01","Acreedora","bamc_5300"
"bamc_53000010004","5300-001-0004","False","Normal","account.data_account_type_income","OTROS INGRESOS.-VARIOS SIN IVA","l10n_mx.g403_01","Acreedora","bamc_5300"
"bamc_5300002","5300-002","False","Normal","account.data_account_type_income","OTROS INGRESOS.-Actualizacion Devolucion IVA","l10n_mx.g403_01","Acreedora","bamc_5300"
"bamc_5400","5400","False","Vista","account.account_type_income_view1","UTILIDAD O PERDIDA FISCAL DE ACTIVO FIJO","l10n_mx.g811","Acreedora","bamc_0000"
"bamc_5400001","5400-001","False","Normal","account.data_account_type_income","UTILIDAD O PERDIDA.- Venta o Baja de Activo Fijo","l10n_mx.g811_01","Acreedora","bamc_5400"
"bamc_5500","5500","False","Vista","account.account_type_income_view1","DEVOLUCIONES,DESCUENTOS O BONIFICACIONES SOBRE COMPRAS","l10n_mx.g503","Acreedora","bamc_0000"
"bamc_5500001","5500-001","False","Normal","account.data_account_type_income","DESCUENTOS Y/O DEVOLUCIONES S/COMPRA","l10n_mx.g503_01","Acreedora","bamc_5500"
"bamc_5600","5600","False","Vista","account.account_type_income_view1","VENTAS TOTALES","l10n_mx.g401","Acreedora","bamc_0000"
"bamc_5600001","5600-001","False","Normal","account.data_account_type_income","VENTAS TOTALES.- Ventas","l10n_mx.g401_01","Acreedora","bamc_5600"
"bamc_6000","6000","False","Normal","l10n_mx.account_type_other","CUENTAS DE  ORDEN","l10n_mx.g800","Deudora","bamc_0000"
"bamc_9999","9999","False","Normal","account.conf_account_type_equity","REGISTRO DE UTILIDAD DEL EJERCICIO","l10n_mx.g899","Acreedora","bamc_0000"
